Entry,Spoken,IPA,Written,Script (Text),Script (Image),Mandarin,English
1511,lewlem,ləɔlɯm,leolembi,ᠯᡝᠣᠯᡝᠮᠪᡳ,1511,讨论,to discuss
1512,li,li,teile,ᡨᡝᡳᠯᡝ,1512,"只是, 单单","only, merely, just"
1513,lii,lii,nei,ᠨᡝᡳ,1513,汗,"perspiration, sweat"
1514,lilim,lilim,liyeliyembi,ᠯᡳᠶᡝᠯᡳᠶᡝᠮᠪᡳ,1514,晕,to become dizzy
1515,lim,lim,neimbi,ᠨᡝᡳᠮᠪᡳ,1515,打开,to open
1516,livem,livɯm,neibumbi,ᠨᡝᡳᠪᡠᠮᠪᡳ,1516,使打开,causative form of lim (= neimbi)
1517,loh,lɔχ,loho,ᠯᠣᡥᠣ,1517,大刀,"broadsword, large knife"
1518,lolm,lɔɹm,lolombi,ᠯᠣᠯᠣᠮᠪᡳ,1518,哭闹,to bawl
1519,loq sem,lɔq sɯm,lok seme,ᠯᠣᡴ ᠰᡝᠮᡝ,1519,溢满,overflowing
1520,loRdorqw,lɔʁdɔrqʷ,lordokv,ᠯᠣᡵᡩᠣᡴᡡ,1520,脸有肉的,chubby
1521,los,lɔs,losa,ᠯᠣᠰᠠ,1521,骡子,mule
1522,lukw ,lukʷ,luku ,ᠯᡠᡴᡠ,1522,茂密 ,"(of plant growth) thick, dense"
1523,lukwsun,lukʷsun,lukusun,ᠯᡠᡴᡠᠰᡠᠨ,1523,茂密处,thick/dense area
1524,luqa,luqa,nuka,ᠨᡠᡴᠠ,1524,刺,"thorn, splinter"
1525,lyaNs,lʲaŋs,liyangse,ᠯᡳᠶᠠᠩᠰᡝ,1525,窗帘,window curtains
1526,lyekem,lʲəkɯm,lakiyambi,ᠯᠠᡴᡳᠶᠠᠮᠪᡳ,1526,挂,"to hang, to dangle"
1527,lyesyxem,lʲəsʲxɯm,lasihiyambi,ᠯᠠᠰᡳᡥᡳᠶᠠᠮᠪᡳ,1527,甩,"to wave, to swing, to let go"
1528,lyosyqw,lʲɔsʲqʷ,lasihiyakv,ᠯᠠᠰᡳᡥᡳᠶᠠᡴᡡ,1528,拂尘,"horsetail whisk, duster"
1529,maa,maa,muwa,ᠮᡠᠸᠠ,1529,粗,"thick, coarse, rough, rude, vulgar"
1530,macem,maʈʂɯm,macumbi,ᠮᠠᠴᡠᠮᠪᡳ,1530,瘦(动词),to become thin
1531,macwhun,maʈʂʷχun,macuhvn,ᠮᠠᠴᡠᡥᡡᠨ,1531,瘦,"thin, slender, lean, skinny"
1532,madem,madɯm,madambi,ᠮᠠᡩᠠᠮᠪᡳ,1532,肿,to swell
1533,maerim,mærim,marimbi,ᠮᠠᡵᡳᠮᠪᡳ,1533,返,"to come back, to go back"
1534,maf ,maf,mafa,ᠮᠠᡶᠠ,1534,祖宗,ancestor
1535,mafmam,mafmam,mafa mama,ᠮᠠᡶᠠ ᠮᠠᠮᠠ,1535,祖父母,paternal grandparents
1536,mahsim,maχɕim,maksimbi,ᠮᠠᡴᠰᡳᠮᠪᡳ,1536,跳舞,to dance
1537,mahsin,maχɕin,maksin,ᠮᠠᡴᠰᡳᠨ,1537,舞,dance
1538,mahtem,maχtɯm,maktambi,ᠮᠠᡴᡨᠠᠮᠪᡳ,1538,称赞,"to praise, to complement"
1539,mahteXem,maχtɯʂɯm,maktaxambi,ᠮᠠᡴᡨᠠᡧᠠᠮᠪᡳ,1539,称赞,to praise 
1540,maiqan,majqan,maikan,ᠮᠠᡳᡴᠠᠨ,1540,帐,tent
1541,mais,majs,maise,ᠮᠠᡳᠰᡝ,1541,麦子,wheat
1542,maitu,majtu,maitu,ᠮᠠᡳᡨᡠ,1542,棒锤,club
1543,maji,madʒi,majige,ᠮᠠᠵᡳᡤᡝ,1543,少许,"a little, a few"
1544,majig,madʒiɡ,majige,ᠮᠠᠵᡳᡤᡝ,1544,一点,a little
1545,mal,maɹ,malu,ᠮᠠᠯᡠ,1545,坛,wine jar
1546,malem,malɯm,malambi,ᠮᠠᠯᠠᠮᠪᡳ,1546,剥,"to roll up violently (one's sleeve); to rip off (one's clothing), to tear off (one's clothing)"
1547,malem,malɯm,malambi,ᠮᠠᠯᠠᠮᠪᡳ,1547,整体脱下,to take off entirely
1548,mame,mamɯ,liyeliyembi,ᠯᡳᠶᡝᠯᡳᠶᡝᠮᠪᡳ,1548,祖母,paternal grandmother
1549,maN,maŋ,mangga,ᠮᠠᠩᡤᠠ,1549,难,difficult
1550,maN,maŋ,mangga,ᠮᠠᠩᡤᠠ,1550,厉害,clever
1551,maN,maŋ,mangga,ᠮᠠᠩᡤᠠ,1551,"难, 硬, 强","difficult, hard"
1552,manem,manɯm,manambi,ᠮᠠᠨᠠᠮᠪᡳ,1552,磨损,"to be worn-out, to be threadbare"
1553,maNetem,maŋɯtɯm,manggatambi,ᠮᠠᠩᡤᠠᡨᠠᠮᠪᡳ,1553,为难,"to feel embarrassed, awkward"
1554,maNetevem,maŋɯtɯvɯm,manggatabumbi,ᠮᠠᠩᡤᠠᡨᠠᠪᡠᠮᠪᡳ,1554,难为,(causative form of maNettem (= manggatambi)) to trouble/bother
1555,manjw,manɖʐʷ,manju,ᠮᠠᠨᠵᡠ,1555,满洲,Manchuria
1556,maNqan,maŋqan,mangkan,ᠮᠠᠩᡴᠠᠨ,1556,丘,mound
1557,maNqanem,maŋqanɯm,mangkanambi,ᠮᠠᠩᡴᠠᠨᠠᠮᠪᡳ,1557,起丘,to form a mound
1558,maNsem,maŋsɯm,manggaxambi,ᠮᠠᠩᡤᠠᡧᠠᠮᠪᡳ,1558,不好意思,to feel bad
1559,mantu,mantu,mantu,ᠮᠠᠨᡨᡠ,1559,馒头,steamed bun (mantou)
1560,maNus,maŋus,manggus,ᠮᠠᠩᡤᡠᠰ,1560,芒古斯(古代部落)引申为恶魔 ,an ancient tribe (extended to mean evil spirit)
1561,maNy,maŋʲ,manggi,ᠮᠠᠩᡤᡳ,1561,之后,after
1562,maqtem,maqtɯm,maktambi,ᠮᠠᡴᡨᠠᠮᠪᡳ,1562,扔,"to throw, to toss"
1563,maRal,maʁaɹ,mahala,ᠮᠠᡥᠠᠯᠠ,1563,帽子,"hat, cap"
1564,mas,mas,mase,ᠮᠠᠰᡝ,1564,麻子,pockmark
1565,mathEn ,matχən,madagan,ᠮᠠᡩᠠᡤᠠᠨ,1565,利息,interest (money)
1566,mave,mavɯ,mabu,ᠮᠠᠪᡠ,1566,抹布,cleaning rag
1567,mavelm,mavɯɹm,mabulambi,ᠮᠠᠪᡠᠯᠠᠮᠪᡳ,1567,抹,"to wipe, to mop"
1568,mawjun,mɑwɖʐun,,,,涩,"puckery, tart, astringent"
1569,mecen,mɯʈʂɯn,mucen,ᠮᡠᠴᡝᠨ,1569,锅,"pot, pan"
1570,medam,mɯdam,mudambi,ᠮᡠᡩᠠᠮᠪᡳ,1570,"拐弯, 回",to go around a curve; to return
1571,medan,mɯdan,mudan,ᠮᡠᡩᠠᠨ,1571,"音乐, 调; 弯; 回, 次数","music; tune, tone, melody; turn; number of times"
1572,medavem,mɯdavɯm,mudabumbi,ᠮᡠᡩᠠᠪᡠᠮᠪᡳ,1572,返还,"(causative form of medam (= mudambi)) to return (something), to give back"
1573,medery,mɯdɯrʲ,mederi,ᠮᡝᡩᡝᡵᡳ,1573,海,"sea, ocean"
1574,mei,mɯj,mei,ᠮᡝᡳ,1574,煤,coal
1575,meimeni,mɯjmɯni,meimeni,ᠮᡝᡳᠮᡝᠨᡳ,1575,各自,"every one, each one, individual"
1576,meix,mɯjx,meihe,ᠮᡝᡳᡥᡝ,1576,蛇,"snake, serpent"
1577,mejaqen,mɯɖʐaqɯn,mere jakan,ᠮᡝᡵᡝ ᠵᠠᡴᠠᠨ,1577,就刚才,just (now); a moment ago
1578,mejig,mɯdʒiɡ,mejige,ᠮᡝᠵᡳᡤᡝ,1578,信息,"news, information"
1579,mektem,mɯktɯm,mektembi,ᠮᡝᡴᡨᡝᠮᠪᡳ,1579,比赛,"to compete, to bet, to wager"
1580,mekten,mɯktɯn,mekten,ᠮᡝᡴᡨᡝᠨ,1580,比赛,"competition, bet, wager"
1581,melem,mɯlɯm,melembi,ᠮᡝᠯᡝᠮᠪᡳ,1581,给牲口喂水,to give water to livestock
1582,melm,mɯɹm,melembi,ᠮᡝᠯᡝᠮᠪᡳ,1582,焖,to braise
1583,melx beda,mɯɹx bɯda,melehe buda,ᠮᡝᠯᡝᡥᡝ ᠪᡠᡩᠠ,1583,焖饭,braised rice
1584,meme,mɯmɯ,meme,ᠮᡝᠮᡝ,1584,阴茎,penis
1585,meN,mɯŋ,,,,痣,mole
1586,menjaN,mɯnɖʐaŋ,mujangga,ᠮᡠᠵᠠᠩᡤᠠ,1586,是的,"yes, indeed"
1587,meNs,mɯŋs,mengse,ᠮᡝᠩᠰᡝ,1587,床帐,bed curtain
1588,mEntwxun,məntʷxun,mentuhun,ᠮᡝᠨᡨᡠᡥᡠᠨ,1588,愚笨,"stupid, foolish"
1589,mEntxuXem,məntxuʂɯm,mentuhuxembi,ᠮᡝᠨᡨᡠᡥᡠᡧᡝᠮᠪᡳ,1589,愚笨,"to be stupid, to be foolish"
1590,mENun,məŋun,menggun,ᠮᡝᠩᡤᡠᠨ,1590,银子,"silver, money"
1591,mENun faen,məŋun fæn,menggun fiyan,ᠮᡝᠩᡤᡠᠨ ᡶᡳᠶᠠᠨ,1591,银色,silver color
1592,mersa,mɯrsa,mursa,ᠮᡠᡵᠰᠠ,1592,萝卜,radish
1593,merVedem,mɯrɣɯdɯm,merhedembi,ᠮᡝᡵᡥᡝᡩᡝᠮᠪᡳ,1593,篦篦子,to comb
1594,merVedem,mɯrɣɯdɯm,mergedembi,ᠮᡝᡵᡤᡝᡩᡝᠮᠪᡳ,1594,贤能,to be skilled and virtuous
1595,merVelem,mɯrɣɯlɯm,mergelembi,ᠮᡝᡵᡤᡝᠯᡝᠮᠪᡳ,1595,贤能,to be skilled and virtuous
1596,merVen,mɯrɣɯn,mergen,ᠮᡝᡵᡤᡝᠨ,1596,贤能,a skilled and virtuous person
1597,merVens,mɯrɣɯns,mergese,ᠮᡝᡵᡤᡝᠰᡝ,1597,精英们,elites
1598,merVeXem,mɯrɣɯʂɯm,mergexembi,ᠮᡝᡵᡤᡝᡧᡝᠮᠪᡳ,1598,贤能,to be skilled and virtuous
1599,merx,mɯrx,merhe,ᠮᡝᡵᡥᡝ,1599,篦子,comb
1600,mes,mɯs,muse,ᠮᡠᠰᡝ,1600,咱们,"(second plural pronoun, inclusive) we"
1601,meyin,mɯjin,meyen,ᠮᡝᠶᡝᠨ,1601,"队, 群","a team, a group"
1602,meyiN,mɯjiŋ,meyengge,ᠮᡝᠶᡝᠩᡤᡝ,1602,"成队的, 成群的","a formed team, a formed group"
1603,mican,miʈʂan,micihiyan,ᠮᡳᠴᡳᡥᡳᠶᠠᠨ,1603,浅,shallow
1604,mifin,mifin,meifen,ᠮᡝᡳᡶᡝᠨ,1604,后脖颈,back of neck (cervical spine)
1605,mijijem,midʒiɖʐɯm,meijembi,ᠮᡝᡳᠵᡝᠮᠪᡳ,1605,粉粹,to be powdered
1606,mijilm,midʒiɹm,meijelembi,ᠮᡝᡳᠵᡝᠯᡝᠮᠪᡳ,1606,弄细碎,to break into fine pieces
1607,miN gurun,miŋ ɡurun,ming gurun,ᠮᡳᠩ ᡤᡠᡵᡠᠨ,1607,明国,the Ming dynasty
1608,miNan,miŋan,minggan,ᠮᡳᠩᡤᠠᠨ,1608,千,"1,000 (one thousand)"
1609,miRan,miʁan,mihan,ᠮᡳᡥᠠᠨ,1609,猪崽,piglet
1610,mirin,mirin,meiren,ᠮᡝᡳᡵᡝᠨ,1610,肩,shoulder
1611,misun,misun,mixun,ᠮᡳᡧᡠᠨ,1611,面酱,noodle paste
1612,mitem,mitɯm,meitembi,ᠮᡝᡳᡨᡝᠮᠪᡳ,1612,刀割,"to cut off, to sever"
1613,miter,mitɯr,miter,ᠮᡳᡨᡝᡵ,1613,米,meter
1614,miVerem,miɣɯrɯm,meiherembi,ᠮᡝᡳᡥᡝᡵᡝᠮᠪᡳ,1614,扛,to carry on one's shoulder
1615,mo,mɔ,moo,ᠮᠣᠣ,1615,木,wood 
1616,mocw,mɔʈʂʷ,moco,ᠮᠣᠴᠣ,1616,笨拙,clumsy
1617,modor,mɔdɔr,,,,女性阴部,female genitalia
1618,moht,mɔχt,mokto,ᠮᠣᡴᡨᠣ,1618,半截子,half (of something)
1619,moi fahsy,mɔj faχsʲ,moo i faksi,ᠮᠣᠣ ᡳ ᡶᠠᡴᠰᡳ,1619,木匠,carpenter
1620,moi yah,mɔj jaχ,moo i yaha,ᠮᠣᠣ ᡳ ᠶᠠᡥᠠ,1620,木炭,charcoal
1621,molto,mɔɹtɔ,molto,ᠮᠣᠯᡨᠣ,1621,猫头鹰,owl
1622,moN,mɔŋ,monggo,ᠮᠣᠩᡤᠣ,1622,蒙古,Mongolia
1623,monjim,mɔndʒim,monjimbi,ᠮᠣᠨᠵᡳᠮᠪᡳ,1623,揉,"to massage, to rub, to knead"
1624,mony,mɔnʲ,monio,ᠮᠣᠨᡳᠣ,1624,猴,monkey
1625,moqsan,mɔqsan,mokxan,ᠮᠣᡴᡧᠠᠨ,1625,棒,"club, stick"
1626,moqtulm,mɔqtuɹm,moktolombi,ᠮᠣᡴᡨᠣᠯᠣᠮᠪᡳ,1626,使半截子,causative form of moht (= mokto)
1627,moqtw,mɔqtʷ,mokto,ᠮᠣᡴᡨᠣ,1627,"半截子, 半分子","half (of something), a little"
1628,moqun,mɔqun,mokvn,ᠮᠣᡴᡡᠨ,1628,宗室,imperial clan
1629,mor,mɔr,moro,ᠮᠣᡵᠣ,1629,碗,bowl
1630,morilm,mɔriɹm,morilambi,ᠮᠣᡵᡳᠯᠠᠮᠪᡳ,1630,骑马,to ride a horse
1631,morin,mɔrin,morin,ᠮᠣᡵᡳᠨ,1631,马,horse
1632,moRorqw,mɔʁɔrqʷ,monggorokv,ᠮᠣᠩᡤᠣᡵᠣᡴᡡ,1632,衣领,collar
1633,moRum,mɔʁum,mohombi,ᠮᠣᡥᠣᠮᠪᡳ,1633,钝(动词),to become blunt
1634,motqoN,mɔtqɔŋ,,,,女性阴部,female genitalia
1635,mucim,mutɕim,micumbi,ᠮᡳᠴᡠᠮᠪᡳ,1635,爬,to crawl; to climb
1636,mucw,muʈʂʷ,mucu,ᠮᡠᠴᡠ,1636,葡萄,grape
1637,mudury,mudurʲ,muduri,ᠮᡠᡩᡠᡵᡳ,1637,龙,dragon
1638,mujaen,muɖʐæn,mujiyang,ᠮᡠᠵᡳᠶᠠᠩ,1638,木匠,carpenter
1639,mujin,mudʒin,mujin,ᠮᡠᠵᡳᠨ,1639,志愿,"aspiration, ambition"
1640,muku,muku,muke,ᠮᡠᡴᡝ,1640,水,water 
1641,muku siNer ,muku ɕiŋɯr,muke singgeri,ᠮᡠᡴᡝ ᠰᡳᠩᡤᡝᡵᡳ,1641,水老鼠,water rat
1642,muku tatem,muku tatɯm,muke tatambi,ᠮᡠᡴᡝ ᡨᠠᡨᠠᠮᠪᡳ,1642,打水,to draw water
1643,mukum,mukum,mukiyembi,ᠮᡠᡴᡳᠶᡝᠮᠪᡳ,1643,灭,"(of a fire) to go out, to be extinguished; to perish, to die out"
1644,mukuvem,mukuvɯm,mukiyebumbi,ᠮᡠᡴᡳᠶᡝᠪᡠᠮᠪᡳ,1644,使灭,causative form of mukum (mukiyembi)
1645,mulan,mulan,mulan,ᠮᡠᠯᠠᠨ,1645,板凳,"bench, stool"
1646,multujem,muɹtuɖʐɯm,multujembi,ᠮᡠᠯᡨᡠᠵᡝᠮᠪᡳ,1646,"脱开, (自行)解",to take off; (intransitive) to come off
1647,multulm,muɹtuɹm,multulembi,ᠮᡠᠯᡨᡠᠯᡝᠮᠪᡳ,1647,"卸下, 解下","to remove; to pull off, to undo"
1648,mulw,mulʷ,mulu,ᠮᡠᠯᡠ,1648,次梁,"beam, ridgepole"
1649,muNan,muŋan,monggon,ᠮᠣᠩᡤᠣᠨ,1649,脖颈,"throat, neck"
1650,muRalin,muʁalin,muhaliyan,ᠮᡠᡥᠠᠯᡳᠶᠠᠨ,1650,子弹,bullet
1651,muram,muram,murambi,ᠮᡠᡵᠠᠮᠪᡳ,1651,大兽嚎,"(of a beast) to howl, to bawl"
1652,muruXem,muruʂɯm,muruxembi,ᠮᡠᡵᡠᡧᡝᠮᠪᡳ,1652,大概,"to be approximately, to be about (quantity)"
1653,murw,murʷ,muru,ᠮᡠᡵᡠ,1653,样子 ,appearance
1654,mutum,mutum,mutembi,ᠮᡠᡨᡝᠮᠪᡳ,1654,能,to be capable
1655,mutur teil,mutur tɯjɹ,mutere teile,ᠮᡠᡨᡠᡵᡝ ᡨᡝᡳᠯᡝ,1655,尽所能,to the highest capability
1656,muVulin,muɣulin,muheliyen,ᠮᡠᡥᡝᠯᡳᠶᡝᠨ,1656,圆的,round
1657,muVuren,muɣurɯn,muheren,ᠮᡠᡥᡝᡵᡝᠨ,1657,球,ball
1658,muVurun,muɣurun,muheren,ᠮᡠᡥᡝᡵᡝᠨ,1658,轮,tire
1659,muxw muVulin ,muxʷ muɣulin,muhu muheliyen,ᠮᡠᡥᡠ ᠮᡠᡥᡝᠯᡳᠶᡝᠨ,1659,圆圆的,round
1660,myalem,mʲalɯm,miyalimbi,ᠮᡳᠶᠠᠯᡳᠮᠪᡳ,1660,量,"to measure (volume, length)"
1661,myamim,mʲamim,miyamimbi,ᠮᡳᠶᠠᠮᡳᠮᠪᡳ,1661,化妆,to put on makeup
1662,myawculm,mʲɑwʈʂuɹm,miyoocalambi,ᠮᡳᠶᠣᠣᠴᠠᠯᠠᠮᠪᡳ,1662,打枪,"to shoot (with a gun), to fire a gun"
1663,myawcun,mʲɑwʈʂun,miyoocan,ᠮᡳᠶᠣᠣᠴᠠᠨ,1663,火枪,"gun, musket"
1664,myecim,mʲətɕim,macimbi,ᠮᠠᠴᡳᠮᠪᡳ,1664,掙,to strain (while going to the bathroom)
1665*,myecim hamtam,mʲətɕim χamtam,macime hamtambi,ᠮᠠᠴᡳᠮᡝ ᡥᠠᠮᡨᠠᠮᠪᡳ,1665*,掙屎,to strain (feces)
1666,myenjirem,mʲəndʒirɯm,monjirambi,ᠮᠣᠨᠵᡳᡵᠠᠮᠪᡳ,1666,揉,"to massage, to rub"
1667,myenjirXem,mʲəndʒirʂɯm,monjixembi,ᠮᠣᠨᠵᡳᡧᡝᠮᠪᡳ,1667,揉,"to massage, to rub"
1668,myerem,mʲərɯm,murimbi,ᠮᡠᡵᡳᠮᠪᡳ,1668,拧,"to twist, to wring"
1669,na,na,na,ᠨᠠ,1669,地,"earth, ground"
1670,na,na,na,ᠨᠠ,1670,呢,(sentence particle)
1671,naden,nadɯn,nadan,ᠨᠠᡩᠠᠨ,1671,七,7 (seven)
1672,namun,namun,namun,ᠨᠠᠮᡠᠨ,1672,库,"warehouse, storehouse"
1673,nan,nan,nane,ᠨᠠᠨᡝ,1673,人,"person, human being"
1674,nanjE ju,nanɖʐə ɖʐu,nadanju juwe,ᠨᠠᡩᠠᠨᠵᡠ ᠵᡠᠸᡝ,1674,七十二,72 (seventy two)
1675,nanjEmu,nanɖʐəmu,nadanju emu,ᠨᠠᡩᠠᠨᠵᡠ ᡝᠮᡠ,1675,七十一,71 (seventy one)
1676,nanjy,nanɖʐʲ,nadanju,ᠨᠠᡩᠠᠨᠵᡠ,1676,七十,70 (seventy)
1677,nantwhun,nantʷχun,nantuhvn,ᠨᠠᠨᡨᡠᡥᡡᠨ,1677,污浊,"dirty, filthy"
1678,naqem,naqɯm,nakambi,ᠨᠠᡴᠠᠮᠪᡳ,1678,罢停,"to stop, to halt, to cease"
1679,naRen,naʁɯn,nahan,ᠨᠠᡥᠠᠨ,1679,炕,heatable floor bed
1680,narRun,narʁun,narhvn,ᠨᠠᡵᡥᡡᠨ,1680,细,"fine, thin, detailed"
1681,narRuXen,narʁuʂɯn,narhvxambi,ᠨᠠᡵᡥᡡᡧᠠᠮᠪᡳ,1681,仔细,"to be fine, to be thin, to be detailed"
1682,nasen keNkE,nasɯn kɯŋkə,nasan hengke,ᠨᠠᠰᠠᠨ ᡥᡝᠩᡴᡝ,1682,黄瓜,cucumber
1683,nashun,nasχun,nashvn,ᠨᠠᠰᡥᡡᠨ,1683,时机,"opportunity, chance"
1684,nE,nə,ne,ᠨᡝ,1684,当前,"current, now, at present "
1685,nE jE,nə ɖʐə,ne je,ᠨᡝ ᠵᡝ,1685,立刻,"immediately, promptly"
1686,nEcim,nətɕim,necimbi,ᠨᡝᠴᡳᠮᠪᡳ,1686,"侵略, 侵犯","to invade; to infringe upon, to encroach"
1687,necin,nɯtɕin,necin,ᠨᡝᠴᡳᠨ,1687,平坦,"level, even, smooth, flat"
1688,necyxem,nɯtɕʲxɯm,necihiyembi,ᠨᡝᠴᡳᡥᡳᠶᡝᠮᠪᡳ,1688,整平,"to be level, to be even, to be smooth, to be flat"
1689,nendem,nɯndɯm,nendembi,ᠨᡝᠨᡩᡝᠮᠪᡳ,1689,超越,"to surpass, to exceed"
1690,nenden yilRa,nɯndɯn jiɹʁa,nenden ilha,ᠨᡝᠨᡩᡝᠨ ᡳᠯᡥᠠ,1690,梅花,plum blossom
1691,nenem,nɯnɯm,neneme,ᠨᡝᠨᡝᠮᡝ,1691,先,"in advance, ahead of, first"
1692,nenex,nɯnɯx,nenehe,ᠨᡝᠨᡝᡥᡝ,1692,先前,"former, prior"
1693,nErVind,nərɣind,nerginde,ᠨᡝᡵᡤᡳᠨᡩᡝ,1693,立马,"at once, immediately"
1694,nesuken,nɯsukɯn,nesuken,ᠨᡝᠰᡠᡴᡝᠨ,1694,温柔,gentle and soft; tender
1695,niir,niir,niyere,ᠨᡳᠶᡝᡵᡝ,1695,弱,"weak, feeble"
1696,nikem,nikɯm,nikembi,ᠨᡳᡴᡝᠮᠪᡳ,1696,靠,to lean
1697,nimah,nimaχ,nimaha,ᠨᡳᠮᠠᡥᠠ,1697,虫,"insect, worm"
1698,nimalen,nimalɯn,nimalan,ᠨᡳᠮᠠᠯᠠᠨ,1698,桑子,mulberry
1699,nimaN,nimaŋ,nimanggi,ᠨᡳᠮᠠᠩᡤᡳ,1699,雪,snow
1700,niman,niman,niman,ᠨᡳᠮᠠᠨ,1700,山羊,goat
1701,nimem,nimɯm,nimembi,ᠨᡳᠮᡝᠮᠪᡳ,1701,疼,to ache; to be painful
1702,nimeN,nimɯŋ,nimenggi,ᠨᡳᠮᡝᠩᡤᡳ,1702,油,"oil, fat"
1703,nimkulm,nimkuɹm,nimekulembi,ᠨᡳᠮᡝᡴᡠᠯᡝᠮᠪᡳ,1703,害病,"to get sick, to become ill"
1704,nimkw,nimkʷ,nimeku,ᠨᡳᠮᡝᡴᡠ,1704,病,"illness, sickness"
1705,nimRa,nimʁa,nimha,ᠨᡳᠮᡥᠠ,1705,鱼,fish
1706,nimRa betar nan ,nimʁa bɯtar nan,nimha butara nane,ᠨᡳᠮᡥᠠ ᠪᡠᡨᠠᡵᠠ ᠨᠠᠨᡝ,1706,渔民,fisher
1707,nimRa betasy,nimʁa bɯtasʲ,nimha butasi,ᠨᡳᠮᡥᠠ ᠪᡠᡨᠠᠰᡳ,1707,渔民,fisher
1708,nimRalem,nimʁalɯm,nimhalambi,ᠨᡳᠮᡥᠠᠯᠠᠮᠪᡳ,1708,打鱼,to fish
1709,nimRaXen,nimʁaʂɯn,nimhaxambi,ᠨᡳᠮᡥᠠᡧᠠᠮᠪᡳ,1709,捕鱼,to catch fish
1710,niN,niŋ,ningge,ᠨᡳᠩᡤᡝ,1710,所属格 的,(suffix describing affiliation)
1711,niNkin,niŋkin,nekeliyen,ᠨᡝᡴᡝᠯᡳᠶᡝᠨ,1711,薄,thin
1712,niNnyer,niŋnʲər,niyengniyeri,ᠨᡳᠶᡝᠩᠨᡳᠶᡝᡵᡳ,1712,春天,spring
1713,niNun,niŋun,ninggun,ᠨᡳᠩᡤᡠᠨ,1713,六,6 (six)
1714,nofy,nɔfʲ,nofi,ᠨᠣᡶᡳ,1714,人(量词),(classifier) person
1715,nomRun,nɔmʁun,nomhon,ᠨᠣᠮᡥᠣᠨ,1715,老实,"well-mannered; honest, sincere"
1716,nor,nɔr,noro,ᠨᠣᡵᠣ,1716,沼泽,"marsh, swamp, wetlands"
1717,noRai,nɔʁaj,nohai,ᠨᠣᡥᠠᡳ,1717,塔塔尔,Tatar ethnic group
1718,nujalm,nuɖʐaɹm,nujalambi,ᠨᡠᠵᠠᠯᠠᠮᠪᡳ,1718,拳打,to punch
1719,nujan,nuɖʐan,nujan,ᠨᡠᠵᠠᠨ,1719,拳头,fist
1720,nun,nun,nun,ᠨᡠᠨ,1720,妹妹,younger sister
1721,nuNar,nuŋar,nunggari,ᠨᡠᠩᡤᠠᡵᡳ,1721,绒毛,"fur, down "
1722,nuNsy,nuŋsʲ,ninggurgici,ᠨᡳᠩᡤᡠᡵᡤᡳᠴᡳ,1722,往上,"upwards, above"
1723,nuNu,nuŋu,ninggu,ᠨᡳᠩᡤᡠ,1723,上,"top, on top"
1724,nuNum,nuŋum,nunggembi,ᠨᡠᠩᡤᡝᠮᠪᡳ,1724,咽,to swallow
1725,nuNurVi,nuŋurɣi,ninggurgi,ᠨᡳᠩᡤᡠᡵᡤᡳ,1725,上面,"on top of, above"
1726,nur,nur,nure,ᠨᡠᡵᡝ,1726,黄酒,rice wine
1727,nyamen,nʲamɯn,niyaman,ᠨᡳᠶᠠᠮᠠᠨ,1727,心,heart
1728,nyamen,nʲamɯn,niyaman,ᠨᡳᠶᠠᠮᠠᠨ,1728,心,heart
1729,nyamnyam,nʲamnʲam,niyamniyambi,ᠨᡳᠶᠠᠮᠨᡳᠶᠠᠮᠪᡳ,1729,骑射,to shoot on horseback
1730,nyenim,nʲənim,niyaniyumbi,ᠨᡳᠶᠠᠨᡳᠶᡠᠮᠪᡳ,1730,咀嚼,to chew
1731,nyerVexem,nʲərɣɯxɯm,largixambi,ᠯᠠᡵᡤᡳᡧᠠᠮᠪᡳ,1731,繁杂,"to be many, to be diverse (in number)"
1732,nyerVin,nʲərɣin,largin,ᠯᠠᡵᡤᡳᠨ,1732,繁杂,"many, diverse"
1733,nyewnyan,nʲəwnʲan,niowanggiyan,ᠨᡳᠣᠸᠠᠩᡤᡳᠶᠠᠨ,1733,淡绿,faint green 
1734,nyoNum,nʲɔŋum,nonggimbi,ᠨᠣᠩᡤᡳᠮᠪᡳ,1734,增,"to increase, to expand, to add"
1735,nyoNuvem,nʲɔŋuvɯm,nonggibumbi,ᠨᠣᠩᡤᡳᠪᡠᠮᠪᡳ,1735,使增,causative form of nyoNum (= nonggimbi)
1736,nyorun,nʲɔrun,nioron,ᠨᡳᠣᡵᠣᠨ,1736,彩虹,rainbow
1737,nyoRun,nʲɔʁun,niohon,ᠨᡳᠣᡥᠣᠨ,1737,浅绿,light green
1738,nyumsulm,nʲymsuɹm,imiyesulembi,ᡳᠮᡳᠶᡝᠰᡠᠯᡝᠮᠪᡳ,1738,系腰带,"to fasten on a belt, to tie on a sash"
1739,nyumsun,nʲymsun,imiyesun,ᡳᠮᡳᠶᡝᠰᡠᠨ,1739,腰带,"belt, sash"
1740,nyuNnyah,nʲyŋnʲaχ,niongniyaha,ᠨᡳᠣᠩᠨᡳᠶᠠᡥᠠ,1740,鹅,goose
1741,nyuNnyan,nʲyŋnʲan,niowanggiyan,ᠨᡳᠣᠸᠠᠩᡤᡳᠶᠠᠨ,1741,绿,green
1742,nyunyu,nʲynʲy,nionio,ᠨᡳᠣᠨᡳᠣ,1742,婴儿,baby
