Entry,Spoken,IPA,Written,Script Version,Script,Mandarin,English
1598,merVeXem,mɯrɣɯʂɯm,mergexembi,ᠮᡝᡵᡤᡝᡧᡝᠮᠪᡳ,,贤能,to be skilled and virtuous
1599,merx,mɯrx,merhe,ᠮᡝᡵᡥᡝ,,篦子,comb
1600,mes,mɯs,muse,ᠮᡠᠰᡝ,,咱们,"(second plural pronoun, inclusive) we"
1601,meyin,mɯjin,meyen,ᠮᡝᠶᡝᠨ,,"队, 群","a team, a group"
1602,meyiN,mɯjiŋ,meyengge,ᠮᡝᠶᡝᠩᡤᡝ,,"成队的, 成群的","a formed team, a formed group"
1603,mican,miʈʂan,micihiyan,ᠮᡳᠴᡳᡥᡳᠶᠠᠨ,,浅,shallow
1604,mifin,mifin,meifen,ᠮᡝᡳ᠌ᡶᡝᠨ,,后脖颈,back of neck (cervical spine)
1605,mijijem,midʒiɖʐɯm,meijembi,ᠮᡝᡳ᠌ᠵᡝᠮᠪᡳ,,粉粹,to be powdered
1606,mijilm,midʒiɹm,meijelembi,ᠮᡝᡳ᠌ᠵᡝᠯᡝᠮᠪᡳ,,弄细碎,to break into fine pieces
1607,miN gurun,miŋ ɡurun,ming gurun,ᠮᡳᠩ ᡤᡠᡵᡠᠨ,,明国,the Ming dynasty
1608,miNan,miŋan,minggan,ᠮᡳᠩᡤᠠᠨ,,千,"1,000 (one thousand)"
1609,miRan,miʁan,mihan,ᠮᡳᡥᠠᠨ,,猪崽,piglet
1610,mirin,mirin,meiren,ᠮᡝᡳ᠌ᡵᡝᠨ,,肩,shoulder
1611,misun,misun,mixun,ᠮᡳᡧᡠᠨ,,面酱,noodle paste
1612,mitem,mitɯm,meitembi,ᠮᡝᡳ᠌ᡨᡝ᠋ᠮᠪᡳ,,刀割,"to cut off, to sever"
1613,miter,mitɯr,miter,ᠮᡳᡨᡝ᠋ᡵ,,米,meter
1614,miVerem,miɣɯrɯm,meiherembi,ᠮᡝᡳ᠌ᡥᡝᡵᡝᠮᠪᡳ,,扛,to carry on one's shoulder
1615,mo,mɔ,moo,ᠮᠣᠣ,,木,wood 
1616,mocw,mɔʈʂʷ,moco,ᠮᠣᠴᠣ,,笨拙,clumsy
1617,modor,mɔdɔr,,,,女性阴部,female genitalia
1618,moht,mɔχt,mokto,ᠮᠣᡴᡨ᠋ᠣ,,半截子,half (of something)
1619,moi fahsy,mɔj faχsʲ,moo i faksi,ᠮᠣᠣ ᡳ ᡶᠠᡴᠰᡳ,,木匠,carpenter
1620,moi yah,mɔj jaχ,moo i yaha,ᠮᠣᠣ ᡳ ᠶᠠᡥᠠ,,木炭,charcoal
1621,molto,mɔɹtɔ,molto,ᠮᠣᠯᡨ᠋ᠣ,,猫头鹰,owl
1622,moN,mɔŋ,monggo,ᠮᠣᠩᡤᠣ,,蒙古,Mongolia
1623,monjim,mɔndʒim,monjimbi,ᠮᠣᠨᠵᡳᠮᠪᡳ,,揉,"to massage, to rub, to knead"
1624,mony,mɔnʲ,monio,ᠮᠣᠨᡳᠣ,,猴,monkey
1625,moqsan,mɔqsan,mokxan,ᠮᠣᡴᡧᠠᠨ,,棒,"club, stick"
1626,moqtulm,mɔqtuɹm,moktolombi,ᠮᠣᡴᡨ᠋ᠣᠯᠣᠮᠪᡳ,,使半截子,causative form of moht (= mokto)
1627,moqtw,mɔqtʷ,mokto,ᠮᠣᡴᡨ᠋ᠣ,,"半截子, 半分子","half (of something), a little"
1628,moqun,mɔqun,mokvn,ᠮᠣᡴᡡᠨ,,宗室,imperial clan
1629,mor,mɔr,moro,ᠮᠣᡵᠣ,,碗,bowl
1630,morilm,mɔriɹm,morilambi,ᠮᠣᡵᡳᠯᠠᠮᠪᡳ,,骑马,to ride a horse
1631,morin,mɔrin,morin,ᠮᠣᡵᡳᠨ,,马,horse
1632,moRorqw,mɔʁɔrqʷ,monggorokv,ᠮᠣᠩᡤᠣᡵᠣᡴᡡ,,衣领,collar
1633,moRum,mɔʁum,mohombi,ᠮᠣᡥᠣᠮᠪᡳ,,钝(动词),to become blunt
1634,motqoN,mɔtqɔŋ,,,,女性阴部,female genitalia
1635,mucim,mutɕim,micumbi,ᠮᡳᠴᡠᠮᠪᡳ,,爬,to crawl; to climb
1636,mucw,muʈʂʷ,mucu,ᠮᡠᠴᡠ,,葡萄,grape
1637,mudury,mudurʲ,muduri,ᠮᡠᡩᡠ᠋ᡵᡳ,,龙,dragon
1638,mujaen,muɖʐæn,mujiyang,ᠮᡠᠵᡳᠶᠠᠩ,,木匠,carpenter
1639,mujin,mudʒin,mujin,ᠮᡠᠵᡳᠨ,,志愿,"aspiration, ambition"
1640,muku,muku,muke,ᠮᡠᡴᡝ,,水,water 
1641,muku siNer ,muku ɕiŋɯr,muke singgeri,ᠮᡠᡴᡝ ᠰᡳᠩᡤᡝᡵᡳ,,水老鼠,water rat
1642,muku tatem,muku tatɯm,muke tatambi,ᠮᡠᡴᡝ ᡨ᠋ᠠᡨ᠋ᠠᠮᠪᡳ,,打水,to draw water
1643,mukum,mukum,mukiyembi,ᠮᡠᡴᡳᠶᡝᠮᠪᡳ,,灭,"(of a fire) to go out, to be extinguished; to perish, to die out"
1644,mukuvem,mukuvɯm,mukiyebumbi,ᠮᡠᡴᡳᠶᡝᠪᡠᠮᠪᡳ,,使灭,causative form of mukum (mukiyembi)
1645,mulan,mulan,mulan,ᠮᡠᠯᠠᠨ,,板凳,"bench, stool"
1646,multujem,muɹtuɖʐɯm,multujembi,ᠮᡠᠯᡨᡠ᠋ᠵᡝᠮᠪᡳ,,"脱开, (自行)解",to take off; (intransitive) to come off
1647,multulm,muɹtuɹm,multulembi,ᠮᡠᠯᡨᡠ᠋ᠯᡝᠮᠪᡳ,,"卸下, 解下","to remove; to pull off, to undo"
1648,mulw,mulʷ,mulu,ᠮᡠᠯᡠ,,次梁,"beam, ridgepole"
1649,muNan,muŋan,monggon,ᠮᠣᠩᡤᠣᠨ,,脖颈,"throat, neck"
1650,muRalin,muʁalin,muhaliyan,ᠮᡠᡥᠠᠯᡳᠶᠠᠨ,,子弹,bullet
1651,muram,muram,murambi,ᠮᡠᡵᠠᠮᠪᡳ,,大兽嚎,"(of a beast) to howl, to bawl"
1652,muruXem,muruʂɯm,muruxembi,ᠮᡠᡵᡠᡧᡝᠮᠪᡳ,,大概,"to be approximately, to be about (quantity)"
1653,murw,murʷ,muru,ᠮᡠᡵᡠ,,样子 ,appearance
1654,mutum,mutum,mutembi,ᠮᡠᡨᡝ᠋ᠮᠪᡳ,,能,to be capable
1655,mutur teil,mutur tɯjɹ,mutere teile,ᠮᡠᡨᡠ᠋ᡵᡝ ᡨᡝ᠋ᡳ᠌ᠯᡝ,,尽所能,to the highest capability
1656,muVulin,muɣulin,muheliyen,ᠮᡠᡥᡝᠯᡳᠶᡝᠨ,,圆的,round
1657,muVuren,muɣurɯn,muheren,ᠮᡠᡥᡝᡵᡝᠨ,,球,ball
1658,muVurun,muɣurun,muheren,ᠮᡠᡥᡝᡵᡝᠨ,,轮,tire
1659,muxw muVulin ,muxʷ muɣulin,muhu muheliyen,ᠮᡠᡥᡠ ᠮᡠᡥᡝᠯᡳᠶᡝᠨ,,圆圆的,round
1660,myalem,mʲalɯm,miyalimbi,ᠮᡳᠶᠠᠯᡳᠮᠪᡳ,,量,"to measure (volume, length)"
1661,myamim,mʲamim,miyamimbi,ᠮᡳᠶᠠᠮᡳᠮᠪᡳ,,化妆,to put on makeup
1662,myawculm,mʲɑwʈʂuɹm,miyoocalambi,ᠮᡳᠶᠣᠣᠴᠠᠯᠠᠮᠪᡳ,,打枪,"to shoot (with a gun), to fire a gun"
1663,myawcun,mʲɑwʈʂun,miyoocan,ᠮᡳᠶᠣᠣᠴᠠᠨ,,火枪,"gun, musket"
1664,myecim,mʲətɕim,macimbi,ᠮᠠᠴᡳᠮᠪᡳ,,掙,to strain (while going to the bathroom)
1665*,myecim hamtam,mʲətɕim χamtam,macime hamtambi,ᠮᠠᠴᡳᠮᡝ ᡥᠠᠮᡨ᠋ᠠᠮᠪᡳ,,掙屎,to strain (feces)
1666,myenjirem,mʲəndʒirɯm,monjirambi,ᠮᠣᠨᠵᡳᡵᠠᠮᠪᡳ,,揉,"to massage, to rub"
1667,myenjirXem,mʲəndʒirʂɯm,monjixembi,ᠮᠣᠨᠵᡳᡧᡝᠮᠪᡳ,,揉,"to massage, to rub"
1668,myerem,mʲərɯm,murimbi,ᠮᡠᡵᡳᠮᠪᡳ,,拧,"to twist, to wring"
1669,na,na,na,ᠨᠠ,,地,"earth, ground"
1670,na,na,na,ᠨᠠ,,呢,(sentence particle)
1671,naden,nadɯn,nadan,ᠨᠠᡩ᠋ᠠᠨ,,七,7 (seven)
1672,namun,namun,namun,ᠨᠠᠮᡠᠨ,,库,"warehouse, storehouse"
1673,nan,nan,nane,ᠨᠠᠨᡝ,,人,"person, human being"
1674,nanjE ju,nanɖʐə ɖʐu,nadanju juwe,ᠨᠠᡩ᠋ᠠᠨᠵᡠ ᠵᡠᠸᡝ,,七十二,72 (seventy two)
1675,nanjEmu,nanɖʐəmu,nadanju emu,ᠨᠠᡩ᠋ᠠᠨᠵᡠ ᡝᠮᡠ,,七十一,71 (seventy one)
1676,nanjy,nanɖʐʲ,nadanju,ᠨᠠᡩ᠋ᠠᠨᠵᡠ,,七十,70 (seventy)
1677,nantwhun,nantʷχun,nantuhvn,ᠨᠠᠨᡨᡠ᠋ᡥᡡᠨ,,污浊,"dirty, filthy"
1678,naqem,naqɯm,nakambi,ᠨᠠᡴᠠᠮᠪᡳ,,罢停,"to stop, to halt, to cease"
1679,naRen,naʁɯn,nahan,ᠨᠠᡥᠠᠨ,,炕,heatable floor bed
1680,narRun,narʁun,narhvn,ᠨᠠᡵᡥᡡᠨ,,细,"fine, thin, detailed"
1681,narRuXen,narʁuʂɯn,narhvxambi,ᠨᠠᡵᡥᡡᡧᠠᠮᠪᡳ,,仔细,"to be fine, to be thin, to be detailed"
1682,nasen keNkE,nasɯn kɯŋkə,nasan hengke,ᠨᠠᠰᠠᠨ ᡥᡝᠩᡴᡝ,,黄瓜,cucumber
1683,nashun,nasχun,nashvn,ᠨᠠᠰᡥᡡᠨ,,时机,"opportunity, chance"
1684,nE,nə,ne,ᠨᡝ,,当前,"current, now, at present "
1685,nE jE,nə ɖʐə,ne je,ᠨᡝ ᠵᡝ,,立刻,"immediately, promptly"
1686,nEcim,nətɕim,necimbi,ᠨᡝᠴᡳᠮᠪᡳ,,"侵略, 侵犯","to invade; to infringe upon, to encroach"
1687,necin,nɯtɕin,necin,ᠨᡝᠴᡳᠨ,,平坦,"level, even, smooth, flat"
1688,necyxem,nɯtɕʲxɯm,necihiyembi,ᠨᡝᠴᡳᡥᡳᠶᡝᠮᠪᡳ,,整平,"to be level, to be even, to be smooth, to be flat"
1689,nendem,nɯndɯm,nendembi,ᠨᡝᠨᡩᡝ᠋ᠮᠪᡳ,,超越,"to surpass, to exceed"
1690,nenden yilRa,nɯndɯn jiɹʁa,nenden ilha,ᠨᡝᠨᡩᡝ᠋ᠨ ᡳᠯᡥᠠ,,梅花,plum blossom
1691,nenem,nɯnɯm,neneme,ᠨᡝᠨᡝᠮᡝ,,先,"in advance, ahead of, first"
1692,nenex,nɯnɯx,nenehe,ᠨᡝᠨᡝᡥᡝ,,先前,"former, prior"
1693,nErVind,nərɣind,nerginde,ᠨᡝᡵᡤᡳᠨᡩᡝ᠋,,立马,"at once, immediately"
1694,nesuken,nɯsukɯn,nesuken,ᠨᡝᠰᡠᡴᡝᠨ,,温柔,gentle and soft; tender
1695,niir,niir,niyere,ᠨᡳᠶᡝᡵᡝ,,弱,"weak, feeble"
1696,nikem,nikɯm,nikembi,ᠨᡳᡴᡝᠮᠪᡳ,,靠,to lean
1697,nimah,nimaχ,nimaha,ᠨᡳᠮᠠᡥᠠ,,虫,"insect, worm"
1698,nimalen,nimalɯn,nimalan,ᠨᡳᠮᠠᠯᠠᠨ,,桑子,mulberry
1699,nimaN,nimaŋ,nimanggi,ᠨᡳᠮᠠᠩᡤᡳ,,雪,snow
1700,niman,niman,niman,ᠨᡳᠮᠠᠨ,,山羊,goat
1701,nimem,nimɯm,nimembi,ᠨᡳᠮᡝᠮᠪᡳ,,疼,to ache; to be painful
1702,nimeN,nimɯŋ,nimenggi,ᠨᡳᠮᡝᠩᡤᡳ,,油,"oil, fat"
1703,nimkulm,nimkuɹm,nimekulembi,ᠨᡳᠮᡝᡴᡠᠯᡝᠮᠪᡳ,,害病,"to get sick, to become ill"
1704,nimkw,nimkʷ,nimeku,ᠨᡳᠮᡝᡴᡠ,,病,"illness, sickness"
1705,nimRa,nimʁa,nimha,ᠨᡳᠮᡥᠠ,,鱼,fish
1706,nimRa betar nan ,nimʁa bɯtar nan,nimha butara nane,ᠨᡳᠮᡥᠠ ᠪᡠᡨ᠋ᠠᡵᠠ ᠨᠠᠨᡝ,,渔民,fisher
1707,nimRa betasy,nimʁa bɯtasʲ,nimha butasi,ᠨᡳᠮᡥᠠ ᠪᡠᡨ᠋ᠠᠰᡳ,,渔民,fisher
1708,nimRalem,nimʁalɯm,nimhalambi,ᠨᡳᠮᡥᠠᠯᠠᠮᠪᡳ,,打鱼,to fish
1709,nimRaXen,nimʁaʂɯn,nimhaxambi,ᠨᡳᠮᡥᠠᡧᠠᠮᠪᡳ,,捕鱼,to catch fish
1710,niN,niŋ,ningge,ᠨᡳᠩᡤᡝ,,所属格 的,(suffix describing affiliation)
1711,niNkin,niŋkin,nekeliyen,ᠨᡝᡴᡝᠯᡳᠶᡝᠨ,,薄,thin
1712,niNnyer,niŋnʲər,niyengniyeri,ᠨᡳᠶᡝᠩᠨᡳᠶᡝᡵᡳ,,春天,spring
1713,niNun,niŋun,ninggun,ᠨᡳᠩᡤᡠᠨ,,六,6 (six)
1714,nofy,nɔfʲ,nofi,ᠨᠣᡶᡳ,,人(量词),(classifier) person
1715,nomRun,nɔmʁun,nomhon,ᠨᠣᠮᡥᠣᠨ,,老实,"well-mannered; honest, sincere"
1716,nor,nɔr,noro,ᠨᠣᡵᠣ,,沼泽,"marsh, swamp, wetlands"
1717,noRai,nɔʁaj,nohai,ᠨᠣᡥᠠᡳ,,塔塔尔,Tatar ethnic group
1718,nujalm,nuɖʐaɹm,nujalambi,ᠨᡠᠵᠠᠯᠠᠮᠪᡳ,,拳打,to punch
1719,nujan,nuɖʐan,nujan,ᠨᡠᠵᠠᠨ,,拳头,fist
1720,nun,nun,nun,ᠨᡠᠨ,,妹妹,younger sister
1721,nuNar,nuŋar,nunggari,ᠨᡠᠩᡤᠠᡵᡳ,,绒毛,"fur, down "
1722,nuNsy,nuŋsʲ,ninggurgici,ᠨᡳᠩᡤᡠᡵᡤᡳᠴᡳ,,往上,"upwards, above"
1723,nuNu,nuŋu,ninggu,ᠨᡳᠩᡤᡠ,,上,"top, on top"
1724,nuNum,nuŋum,nunggembi,ᠨᡠᠩᡤᡝᠮᠪᡳ,,咽,to swallow
1725,nuNurVi,nuŋurɣi,ninggurgi,ᠨᡳᠩᡤᡠᡵᡤᡳ,,上面,"on top of, above"
1726,nur,nur,nure,ᠨᡠᡵᡝ,,黄酒,rice wine
1727,nyamen,nʲamɯn,niyaman,ᠨᡳᠶᠠᠮᠠᠨ,,心,heart
1728,nyamen,nʲamɯn,niyaman,ᠨᡳᠶᠠᠮᠠᠨ,,心,heart
1729,nyamnyam,nʲamnʲam,niyamniyambi,ᠨᡳᠶᠠᠮᠨᡳᠶᠠᠮᠪᡳ,,骑射,to shoot on horseback
1730,nyenim,nʲənim,niyaniyumbi,ᠨᡳᠶᠠᠨᡳᠶᡠᠮᠪᡳ,,咀嚼,to chew
1731,nyerVexem,nʲərɣɯxɯm,largixambi,ᠯᠠᡵᡤᡳᡧᠠᠮᠪᡳ,,繁杂,"to be many, to be diverse (in number)"
1732,nyerVin,nʲərɣin,largin,ᠯᠠᡵᡤᡳᠨ,,繁杂,"many, diverse"
1733,nyewnyan,nʲəwnʲan,niowanggiyan,ᠨᡳᠣᠸᠠᠩᡤᡳᠶᠠᠨ,,淡绿,faint green 
1734,nyoNum,nʲɔŋum,nonggimbi,ᠨᠣᠩᡤᡳᠮᠪᡳ,,增,"to increase, to expand, to add"
1735,nyoNuvem,nʲɔŋuvɯm,nonggibumbi,ᠨᠣᠩᡤᡳᠪᡠᠮᠪᡳ,,使增,causative form of nyoNum (= nonggimbi)
1736,nyorun,nʲɔrun,nioron,ᠨᡳᠣᡵᠣᠨ,,彩虹,rainbow
1737,nyoRun,nʲɔʁun,niohon,ᠨᡳᠣᡥᠣᠨ,,浅绿,light green
1738,nyumsulm,nʲymsuɹm,imiyesulembi,ᡳᠮᡳᠶᡝᠰᡠᠯᡝᠮᠪᡳ,,系腰带,"to fasten on a belt, to tie on a sash"
1739,nyumsun,nʲymsun,imiyesun,ᡳᠮᡳᠶᡝᠰᡠᠨ,,腰带,"belt, sash"
1740,nyuNnyah,nʲyŋnʲaχ,niongniyaha,ᠨᡳᠣᠩᠨᡳᠶᠠᡥᠠ,,鹅,goose
1741,nyuNnyan,nʲyŋnʲan,niowanggiyan,ᠨᡳᠣᠸᠠᠩᡤᡳᠶᠠᠨ,,绿,green
1742,nyunyu,nʲynʲy,nionio,ᠨᡳᠣᠨᡳᠣ,,婴儿,baby
1743,nyurw,nʲyrʷ,niru,ᠨᡳᡵᡠ,,牛录,"arrow, ""niru"" (military organization) "
1744,nyuXwxum,nʲyʂʷxum,niohuxulembi,ᠨᡳᠣᡥᡠᡧᡠᠯᡝᠮᠪᡳ,,光身子(动),to become naked
1745,ocivE,ɔtɕivə,ocibe,ᠣᠴᡳᠪᡝ,,虽然是,although
1746,oelyVi,œlʲɣi,oilorgi,ᠣᡳ᠌ᠯᠣᡵᡤᡳ,,"浮面儿, 表面, 外面",surface
1747,oetkurem,œtkurɯm,,,,回神,to compose oneself (after excitement)
1748,oetkurevem,œtkurɯvɯm,,,,减轻,"to ease, to soften, to lighten"
1749,ofor,ɔfɔr,oforo,ᠣᡶᠣᡵᠣ,,鼻子,nose
1750,ofy,ɔfʲ,ofi,ᠣᡶᡳ,,如此这样了,"because, due to"
1751,oh,ɔχ,ogo,ᠣᡤᠣ,,腋下,"armpit, underarm"
1752,ohtosy,ɔχtɔsʲ,oktosi,ᠣᡴᡨ᠋ᠣᠰᡳ,,药师,pharmacist
1753,oi,ɔj,oi,ᠣᡳ,,喂,"""hey"" (exclamation)"
1754,oi oi ,ɔj ɔj,oi oi,ᠣᡳ ᠣᡳ,,(急切)的喂喂,"""hey"" (exclamation, added emphasis)"
1755,ojuqw,ɔɖʐuqʷ,ojorkv,ᠣᠵᠣᡵᡴᡡ,,不行,won't do; may not
1756,olh,ɔɹχ,olhoho,ᠣᠯᡥᠣᡥᠣ,,干的 (副词),dryly
1757,olhw,ɔɹχʷ,ulhv ,ᡠᠯᡥᡡ,,芦苇,reed
1758,olji,ɔɹdʒi,olji,ᠣᠯᠵᡳ,,"俘虏, 战利品","captive, prisoner of war"
1759,olRum,ɔɹʁum,olhombi,ᠣᠯᡥᠣᠮᠪᡳ,,干,to dry; to dry up
1760,olRum,ɔɹʁum,ulhvma,ᡠᠯᡥᡡᠮᠠ,,野鸡,pheasant
1761,olRun,ɔɹʁun,olhon,ᠣᠯᡥᠣᠨ,,干,dry
1762,olRuN,ɔɹʁuŋ,olhonggo,ᠣᠯᡥᠣᠩᡤᠣ,,干得,dried
1763,olRuvem,ɔɹʁuvɯm,olhobumbi,ᠣᠯᡥᠣᠪᡠᠮᠪᡳ,,使干,causative form of olRum (= olhombi)
1764,om,ɔm,omo,ᠣᠮᠣ,,湖,"lake, pond"
1765,om,ɔm,ombi,ᠣᠮᠪᡳ,,"可以, 成为","to be allowed to, permissible; to become, to change into"
1766,omol,ɔmɔɹ,omolo,ᠣᠮᠣᠯᠣ,,孙子,grandson
1767,omol saRenjy,ɔmɔɹ saʁɯnɖʐʲ,omolo sarganjui,ᠣᠮᠣᠯᠣ ᠰᠠᡵᡤᠠᠨᠵᡠᡳ,,孙女,granddaughter
1768,omXon bya,ɔmʂɔn bʲa,omxon biya,ᠣᠮᡧᠣᠨ ᠪᡳᠶᠠ,,十一月,eleventh month
1769,omye,ɔmʲə,ombi,ᠣᠮᠪᡳ,,可以,to be allowed to
1770,oncodom,ɔnʈʂɔdɔm,oncodombi,ᠣᠨᠴᠣᡩ᠋ᠣᠮᠪᡳ,,宽大处理,to handle leniently
1771,oncw,ɔnʈʂʷ,onco,ᠣᠨᠴᠣ,,宽,width
1772,oncwhun,ɔnʈʂʷχun,oncohon,ᠣᠨᠴᠣᡥᠣᠨ,,仰面,side facing upward
1773,oNol,ɔŋɔɹ,onggolo,ᠣᠩᡤᠣᠯᠣ,,之前,before
1774,oNum,ɔŋum,onggombi,ᠣᠩᡤᠣᠮᠪᡳ,,忘,to forget
1775,oo,ɔɔ,o,ᠣ,,哦,"(interjection) ""Oh"", ""ah"""
1776,oqsum,ɔqsum,oksombi,ᠣᡴᠰᠣᠮᠪᡳ,,迈步,to take a step
1777,oqsun,ɔqsun,okson,ᠣᡴᠰᠣᠨ,,步子,step
1778,oqtw,ɔqtʷ,okto,ᠣᡴᡨ᠋ᠣ,,药,"medicine, drug"
1779,orcon,ɔrʈʂɔn,orcon,ᠣᡵᠴᠣᠨ,,鄂伦春,Orochon ethnic group
1780,orhw,ɔrχʷ,orho,ᠣᡵᡥᠣ,,草,grass
1781,orin,ɔrin,orin,ᠣᡵᡳᠨ,,二十,20 (twenty)
1782,orin duyin,ɔrin dujin,orin duin,ᠣᡵᡳᠨ ᡩᡠ᠋ᡳ᠌ᠨ,,二十四,24 (twenty four)
1783,orin jaqun ,ɔrin ɖʐaqun,orin jakvn,ᠣᡵᡳᠨ ᠵᠠᡴᡡᠨ,,二十八,28 (twenty eight)
1784,orin ju,ɔrin ɖʐu,orin juwe,ᠣᡵᡳᠨ ᠵᡠᠸᡝ,,二十二,22 (twenty two)
1785,orin naden,ɔrin nadɯn,orin nadan,ᠣᡵᡳᠨ ᠨᠠᡩ᠋ᠠᠨ,,二十七,27 (twenty seven)
1786,orin niNun,ɔrin niŋun,orin ninggun,ᠣᡵᡳᠨ ᠨᡳᠩᡤᡠᠨ,,二十六,26 (twenty six)
1787,orin sunja,ɔrin sunɖʐa,orin sunja,ᠣᡵᡳᠨ ᠰᡠᠨᠵᠠ,,二十五,25 (twenty five)
1788,orin uyin,ɔrin ujin,orin uyun,ᠣᡵᡳᠨ ᡠᠶᡠᠨ,,二十九,29 (twenty-nine)
1789,orin yilan ,ɔrin jilan,orin ilan,ᠣᡵᡳᠨ ᡳᠯᠠᠨ,,二十三,23 (twenty three)
1790,oRolm,ɔʁɔɹm,oholiyombi,ᠣᡥᠣᠯᡳᠶᠣᠮᠪᡳ,,两手捧,to hold up with both hands (cupped together)
1791,oros,ɔrɔs,oros,ᠣᡵᠣᠰ,,俄国,Russia
1792,oros efen,ɔrɔs ɯfɯn,oros efen,ᠣᡵᠣᠰ ᡝᡶᡝᠨ,,面包,bread
1793,orRuda,ɔrʁuda,orho da,ᠣᡵᡥᠣ ᡩᠠ,,人参,ginseng
1794,orRui fah,ɔrʁuj faχ,orho i faha,ᠣᡵᡥᠣ ᡳ ᡶᠠᡥᠠ,,草籽,grass seed
1795,orum,ɔrum,oromu,ᠣᡵᠣᠮᡠ,,奶皮子,milk skin (cream)
1796,orun,ɔrun,urun,ᡠᡵᡠᠨ,,"媳妇, 儿媳妇",daughter-in-law
1797,orun,ɔrun,oron,ᠣᡵᠣᠨ,,印迹,footprint
1798,orun gaem ,ɔrun ɡæm,urun gaimbi,ᡠᡵᡠᠨ ᡤᠠᡳ᠌ᠮᠪᡳ,,娶媳,to find a daughter-in-law 
1799,oryamu,ɔrʲamu,orin emu,ᠣᡵᡳᠨ ᡝᠮᡠ,,二十一,21 (twenty one)
1800,oryamwdan,ɔrʲamʷdan,orin emu mudan,ᠣᡵᡳᠨ ᡝᠮᡠ ᠮᡠᡩ᠋ᠠᠨ,,第二十一次,twenty-first time
1801,ovdum,ɔvdum,akdun,ᠠᡴᡩᡠ᠋ᠨ,,"结实, 守信","firm, strong; trust"
1802,ovum,ɔvum,obombi,ᠣᠪᠣᠮᠪᡳ,,洗,to wash
1803,oyuN,ɔjyŋ,oyonggo,ᠣᠶᠣᠩᡤᠣ,,重要,"important, significant"
1804,pamp,pʰampʰ,pampu,ᡦᠠᠮᡦᡠ,,棉衣,thick cotton-padded coat
1805,paNgulm,pʰaŋɡuɹm,panggulambi,ᡦᠠᠩᡤᡠᠯᠠᠮᠪᡳ,,翻跟头,to somersault
1806,paw,pʰɑw,poo,ᡦᠣᠣ,,炮,cannon
1807,pei,pʰɯj,pei,ᡦᡝᡳ,,呸,(the sound of spitting)
1808,pil,pʰiɹ,pil,ᡦᡳᠯ,,厚脸皮,"thick-skinned, shameless"
1809,piNselm,pʰiŋsɯɹm,pingselembi,ᡦᡳᠩᠰᡝᠯᡝᠮᠪᡳ,,用天平称,to weigh with a balance
1810,piyas,pʰijas,piyas,ᡦᡳᠶᠠᠰ,,洋葱,onion
1811,pus,pʰus,puse,ᡦᡠᠰᡝ,,铺子,"shop, store"
1812,pus sem,pʰus sɯm,pus seme,ᡦᡠᠰ ᠰᡝᠮᡝ,,咕咚声,sound of knife piercing something
1813,pusely,pʰusɯlʲ,puseli,ᡦᡠᠰᡝᠯᡳ,,铺子,"shop, store"
1814,pyal,pʰʲaɹ,piyal,ᡦᡳᠶᠠᠯ,,闲话,"chat, conversation"
1815,pyala,pʰʲala,piyala,ᡦᡳᠶᠠᠯᠠ,,白萝卜,white radish
1816,pyalaNs ,pʰʲalaŋs,,,,斜坡,"slope, incline"
1817,pyalcyaq,pʰʲaɹtɕʲaq,piyalciyak,ᡦᡳᠶᠠᠯᠴᡳᠶᠠᡴ,,扁平的,smooth and flat
1818,pyaledem,pʰʲalɯdɯm,piyaladambi,ᡦᡳᠶᠠᠯᠠᡩ᠋ᠠᠮᠪᡳ,,聊天,to chat
1819,pyalem,pʰʲalɯm,piyalimbi,ᡦᡳᠶᠠᠯᡳᠮᠪᡳ,,盘剥,to exploit
1820,pyalem,pʰʲalɯm,piyalambi,ᡦᡳᠶᠠᠯᠠᠮᠪᡳ,,刀削,(using a blade) to peel
1821,pyaq,pʰʲaq,piyak,ᡦᡳᠶᠠᡴ,,啪,(spitting sound)
1822,qafcim,qaftɕim,kabcimbi,ᡴᠠᠪᠴᡳᠮᠪᡳ,,夹,to hold between something
1823,qai,qaj,kai,ᡴᠠᡳ,,罢了,"(modal particle indicating ""that's all, nothing more"")"
1824,qaicim,qajtɕim,kaicambi,ᡴᠠᡳ᠌ᠴᠠᠮᠪᡳ,,"呼, 唤, 喊, 叫","to cry out, to yell, to shout"
1825,qajim,qadʒim,,,,嗑,"to crunch, to chew on, to crack (seeds)"
1826,qakir,qakir,kakiri,ᡴᠠᡴᡳᡵᡳ,,辣椒,hot pepper
1827*,qalaN qalaN ,qalaŋ qalaŋ,kalang kalang,ᡴᠠᠯᠠᠩ ᡴᠠᠯᠠᠩ,,铃声,ring (of a bell)
1828,qaltarqw ,qaɹtarqʷ,katarakv,ᡴᠠᡨ᠋ᠠᡵᠠᡴᡡ,,"(地面, 物体) 滑","(of a surface) smooth, slippery"
1829,qalterem,qaɹtɯrɯm,kaltarambi,ᡴᠠᠯᡨ᠋ᠠᡵᠠᠮᠪᡳ,,打滑,"to skid, slip"
1830,qam,qam,kambi,ᡴᠠᠮᠪᡳ,,堵,"to block, to stop up"
1831,qamcim,qamtɕim,kamcimbi,ᡴᠠᠮᠴᡳᠮᠪᡳ,,"闭上, 包含",to close; to include
